M11;M12;M13;M14;M21;M22;M23;M24;M31;M32;M33;M34;M41;M42;M43;M44
-0.990502328218727;6.39541452895673E-04;-0.137494468179677;-238.425250347201;-6.31447451642453E-04;-0.999999795385427;-1.02485221573619E-04;-52.9973894201848;-0.137494505589853;-1.46913190296905E-05;0.990502529384336;-32.754021756833;0;0;0;1;
-0.991253104556528;7.14341742766845E-04;-0.131972619974446;-238.56862424313;-6.9924286910934E-04;-0.999999742609031;-1.60752238321797E-04;-52.9953356738133;-0.13197270083792;-6.70652418660836E-05;0.991253348915301;-32.7761464842788;0;0;0;1;
-0.991993498636419;7.54742679429814E-04;-0.126286693782693;-238.716439540116;-7.26190313137181E-04;-0.999999699296433;-2.72129881951809E-04;-52.9890618087793;-0.12628686119587;-1.78242899977777E-04;0.991993748427259;-32.8010899091514;0;0;0;1;
-0.99270588870492;7.55169012443341E-04;-0.120558899506991;-238.865540756574;-7.03325269782247E-04;-0.999999641001262;-4.7257900149877E-04;-52.979973547639;-0.120559213103516;-3.84339837145714E-04;0.992706063454208;-32.8307444090342;0;0;0;1;
-0.993377350219909;7.11581713246496E-04;-0.114895316360317;-239.012629360817;-6.23668743653261E-04;-0.999999484635788;-8.01102651119742E-04;-52.9669147597979;-0.11489582719738;-7.24140611217391E-04;0.993377282060047;-32.8661659681393;0;0;0;1;
-0.993999322974926;6.20742361131142E-04;-0.109384462353251;-239.156040894178;-4.81824629376532E-04;-0.99999904356719;-1.29642189566101E-03;-52.94455675477;-0.109385162478351;-1.23593835854401E-03;0.993998671370319;-32.9095373974178;0;0;0;1;
-0.994567095048452;4.79689564747849E-04;-0.1040964136981;-239.29353848434;-2.73431870657367E-04;-0.999997971262999;-1.99567154054904E-03;-52.9140300527561;-0.104097159816667;-1.95636596962853E-03;0.994565208495801;-32.9624180480059;0;0;0;1;
-0.995079002225727;2.85269140925456E-04;-9.90842971967309E-02;-239.423913345293;5.53189964253823E-06;-0.99999569404244;-2.93459809446925E-03;-52.8721995085743;-9.90847076942295E-02;-2.92070506816623E-03;0.995074715879694;-33.0265868361876;0;0;0;1;
-0.995535661397108;3.50295839971129E-05;-9.43861518420568E-02;-239.54590272012;3.58067217557514E-04;-0.999991333598431;-4.14783267494085E-03;-52.8191931289148;-9.43854791506157E-02;-4.16311193217782E-03;0.995527021142344;-33.1041624429454;0;0;0;1;
-0.995939257207375;-2.73642562103753E-04;-9.00273351431088E-02;-239.659256967968;7.87192634215821E-04;-0.999983621689776;-5.66892229218791E-03;-52.7508721650138;-9.00243093890647E-02;-5.7167711119507E-03;0.995923160814666;-33.1966499621867;0;0;0;1;
-0.996292947999681;-6.44004514345032E-04;-8.60229447548226E-02;-239.763259309756;1.29659297375071E-03;-0.999970804349693;-7.53055740890584E-03;-52.6678540025077;-8.60155835460422E-02;-7.61417798675008E-03;0.996264695590896;-33.3058967740599;0;0;0;1;
-0.996600041380469;-1.08071193647583E-03;-8.23844013279108E-02;-239.858018746614;1.89154422586279E-03;-0.9999505356441;-9.76464671764651E-03;-52.5680020352047;-8.23697734662996E-02;-9.88728106150514E-03;0.996552789415755;-33.4336867865977;0;0;0;1;
-0.996863274982647;-1.59414504395476E-03;-7.91269214139535E-02;-239.94260462747;2.58347553403842E-03;-0.999919751249327;-1.24022867104677E-02;-52.4511968252154;-7.91008005334723E-02;-1.25678066130273E-02;0.996787396384957;-33.5812823403812;0;0;0;1;
-0.997085882422953;-2.19350283335545E-03;-7.62556989225112E-02;-240.017505802736;3.3830857436217E-03;-0.999874543362046;-0.015474245293142;-52.3135176564228;-7.62121893380048E-02;-1.56871310908364E-02;0.996968212188557;-33.7505121116392;0;0;0;1;
-0.997271541936431;-2.88554423862627E-03;-7.37641191785043E-02;-240.082046663696;4.29906937521496E-03;-0.999810028337421;-0.019011187191552;-52.1548392152054;-7.36952484644751E-02;-1.92764330303112E-02;0.997094493758434;-33.9428525385829;0;0;0;1;
-0.997423999814065;-3.67497204848203E-03;-0.071636995856574;-240.137185037424;5.33845821963101E-03;-0.999720211323553;-2.30434358338121E-02;-51.9727999956249;-7.15322686537285E-02;-2.33665070481799E-02;0.99716455055804;-34.1598409220778;0;0;0;1;
-0.997546743536144;-4.56430607857261E-03;-6.98545744418835E-02;-240.183518594027;6.50648562810092E-03;-0.999597845575431;-2.76009558843256E-02;-51.7657238256306;-0.069700502904978;-0.027987751445557;0.997175273291419;-34.4027801947159;0;0;0;1;
-0.997642776817603;-5.55619253277936E-03;-6.83960421969037E-02;-240.221620625477;7.80890994408087E-03;-0.999434273739219;-3.27131991839012E-02;-51.5325216533583;-6.81755879266706E-02;-3.31701854064618E-02;0.997121771906999;-34.6734076798948;0;0;0;1;
-0.997714536619776;-6.65340515998891E-03;-6.72416211684667E-02;-240.251641411823;9.25203279178347E-03;-0.999219273242037;-3.84089035364816E-02;-51.2723712506722;-6.69335738385924E-02;-3.89432430779977E-02;0.996997151706945;-34.9724642766505;0;0;0;1;
-0.997763919087453;-7.85821576204095E-03;-6.63732642882935E-02;-240.274133338311;1.08420746951095E-02;-0.998940909707812;-4.47158621568863E-02;-50.9804067392433;-6.59515821156106E-02;-4.53354977602011E-02;0.996792396369115;-35.3012173082261;0;0;0;1;
-0.997793267148167;-9.1556954054306E-03;-6.57629780000004E-02;-240.2900677765;1.25675463027693E-02;-0.998585847221796;-5.16561952553213E-02;-50.6579344261208;-6.51970307123973E-02;-5.23686831032738E-02;0.996497299653299;-35.6602512136665;0;0;0;1;
-0.997805784201554;-1.05095550909355E-02;-6.53694597324455E-02;-240.300476067035;1.43936924772421E-02;-0.998140344563013;-5.92340626033719E-02;-50.3013932883878;-6.46253714170511E-02;-6.00449981881937E-02;0.996101480553958;-36.0492424814279;0;0;0;1;
-0.997804577867395;-1.18882047508766E-02;-6.51513236601604E-02;-240.306238786222;1.62882519903105E-02;-0.997591281846184;-6.74264579492949E-02;-49.9140839506435;-6.41928129463874E-02;-6.83396295884688E-02;0.99559478594142;-36.4663409872742;0;0;0;1;
-0.99779259046009;-1.32672856619275E-02;-6.50686218857288E-02;-240.307987303477;1.82238540203603E-02;-0.996927318677698;-7.61827567021606E-02;-49.4940560662853;-6.38579483509119E-02;-7.72003912247912E-02;0.994968472881001;-36.9082580838535;0;0;0;1;
-0.997772593765088;-1.46285408936454E-02;-6.50834612064532E-02;-240.307801919665;0.020176819044036;-0.996140225502248;-8.54256817918075E-02;-49.0477374345865;-0.063582600643204;-8.65485813150849E-02;0.994216573975606;-37.3707949767277;0;0;0;1;
-0.997747208731066;-1.59600242215127E-02;-6.51596891967365E-02;-240.305968425278;2.21276333676612E-02;-0.995225764810945;-9.50581132677099E-02;-48.5776255303917;-6.33314717254616E-02;-9.62857968929952E-02;0.993336886461873;-37.848246742426;0;0;0;1;
-0.997718888578953;-1.72517734500351E-02;-6.52640458875096E-02;-240.302827393429;0.024057485642262;-0.994183695603003;-0.104976267707167;-48.0886083661517;-6.30734235423341E-02;-0.106306893990856;0.992330886112423;-38.3354207020113;0;0;0;1;
-0.997690016867632;-1.84953875528393E-02;-6.53647525959855E-02;-240.300760038477;2.59481893380573E-02;-0.99301756641585;-0.115077383788558;-47.5846205627658;-6.27799467405034E-02;-0.116507653949486;0.991203634405386;-38.8267044421884;0;0;0;1;
-0.997662833071797;-1.96835358964951E-02;-6.54326365185464E-02;-240.298511470503;2.77819026472894E-02;-0.991734832381533;-0.125260481104257;-47.0700911553504;-6.24262556337744E-02;-0.126785569588123;0.989963828607774;-39.3173006513987;0;0;0;1;
-0.997639442040992;-2.08099601625919E-02;-6.54407307582127E-02;-240.298246891428;2.95412279847918E-02;-0.990346886098169;-0.135426589135259;-46.5527008057252;-6.19908020055242E-02;-0.137040106369235;0.98862386665153;-39.8018361582845;0;0;0;1;
-0.997621759548598;-0.021869512603231;-6.53647404466356E-02;-240.300500315372;3.12094831895049E-02;-0.988869011302255;-0.145478681067515;-46.0342568006254;-6.14556184103857E-02;-0.147172697551539;0.987199779204392;-40.2765702630844;0;0;0;1;
-0.997611523284573;-2.28578776281095E-02;-6.51825593251216E-02;-240.305093486109;3.27705910016012E-02;-0.987320220254226;-0.155321830540826;-45.5223147019515;-0.060805731434137;-0.157086918957263;0.985711095056393;-40.7364408865894;0;0;0;1;
-0.997610240955159;-2.37717413959181E-02;-0.064874582483398;-240.313118506388;3.42095493993042E-02;-0.985722963064809;-0.164863418673246;-45.0213933807208;-6.00292751187801E-02;-0.166688765061533;0.984180543259708;-41.1776646378969;0;0;0;1;
-0.997619132536761;-2.46088099174974E-02;-6.44241637201878E-02;-240.325084783242;3.55127869652594E-02;-0.984102813045468;-0.174012917100879;-44.5341757495898;-5.91177499450138E-02;-0.17588649700998;0.982633722101474;-41.5973500051962;0;0;0;1;
-0.997639155826649;-2.53681088553517E-02;-6.38167204938884E-02;-240.340911117281;0.036668609183538;-0.982487979757121;-0.182682190520358;-44.0718188987739;-5.80648590977107E-02;-0.184590976718459;0.981098692004066;-41.9903440621304;0;0;0;1;
-0.997670964841236;-2.60497872799882E-02;-6.30401022796171E-02;-240.361127637127;3.76673114147078E-02;-0.98090886337589;-0.19078515508657;-43.6333895383759;-5.68666823680143E-02;-0.192715360916784;0.979605517595307;-42.3549200657274;0;0;0;1;
-0.997714896855396;-2.66546609989313E-02;-0.062084729522303;-240.385596888053;3.85010395528665E-02;-0.979397446271451;-0.198238019033455;-43.2281887168101;-5.55216583521609E-02;-0.200175351339749;0.978185654244548;-42.6872995736253;0;0;0;1;
-0.997770710872504;-2.71821966735707E-02;-6.09486399272245E-02;-240.415037078181;3.91631409386429E-02;-0.977986604211834;-0.204959631083846;-42.8607080951551;-5.40357003914925E-02;-0.206889656982183;0.976870929507576;-42.984218395774;0;0;0;1;
-0.99783744588656;-2.76058428952467E-02;-5.96518987512541E-02;-240.44905093646;3.96275928545611E-02;-0.976709816691619;-0.210873392970232;-42.5359012985646;-5.24412573375205E-02;-0.212781229003565;0.975691581962554;-43.2437173295216;0;0;0;1;
-0.997914786444318;-2.78819459730037E-02;-5.82123361887315E-02;-240.486443292651;3.98531262065615E-02;-0.975600534314099;-0.215905826178008;-42.2564941642322;-5.07721117086465E-02;-0.217775560003419;0.974677381566763;-43.4634188061445;0;0;0;1;
-0.998003086901615;-0.027971714127381;-5.66341040683346E-02;-240.527459048762;3.98018692277344E-02;-0.974691115407363;-0.219984182958522;-42.0311143855233;-4.90474233862006E-02;-0.221799036866092;0.973858068459901;-43.6394595690281;0;0;0;1;
-0.998102929714836;-2.78440465177207E-02;-5.49112990939068E-02;-240.572259015245;3.94424201089103E-02;-0.974012093862692;-0.223035280852979;-41.8638733020198;-4.72740646720134E-02;-0.224778001776717;0.973262561042318;-43.7690983792882;0;0;0;1;
-0.998213974479892;-2.74931534624162E-02;-5.30376061464839E-02;-240.62123444271;3.87691495131539E-02;-0.973589809188342;-0.224988525242141;-41.7571287399769;-4.54512287961968E-02;-0.22664291287684;0.972916839120188;-43.8514874617422;0;0;0;1;
-0.998333572123248;-2.69560218360132E-02;-5.10240302054966E-02;-240.673713742808;0.03782378040143;-0.973441827216165;-0.225788331545718;-41.7155750929087;-0.043582569999708;-0.227341993289474;0.972839235269317;-43.8834168980065;0;0;0;1;
-0.998458858556976;-2.62706389031471E-02;-4.88851848796842E-02;-240.729109638642;3.66520676410137E-02;-0.973574576651075;-0.225408894315021;-41.7409249328139;-4.16717375056405E-02;-0.22685325042922;0.973037033757174;-43.8636943039628;0;0;0;1;
-0.998587429488424;-0.025466850038323;-4.66324481110201E-02;-240.787529027073;3.52931824361831E-02;-0.973982457778491;-0.22385835524567;-41.8312118797821;-3.97182192605322E-02;-0.225187947032908;0.973505445064318;-43.7943868458678;0;0;0;1;
-0.998717311924701;-2.45672996856361E-02;-4.42739048205168E-02;-240.849063052971;3.37802223623348E-02;-0.974648216322088;-0.221178097915058;-41.9833574952572;-3.77177337475524E-02;-0.222389977756031;0.974227935523623;-43.6772730908051;0;0;0;1;
-0.998846911137056;-2.35877243832876E-02;-4.18146788864855E-02;-240.912925220682;3.21400423032589E-02;-0.97554484537306;-0.217437973562111;-42.1956652312747;-0.035663227457797;-0.218531173804724;0.975178065936075;-43.5123364836418;0;0;0;1;
-0.998974866087985;-2.25417916371541E-02;-3.92566498096826E-02;-240.979366793888;3.03970804146836E-02;-0.976640123366354;-0.212720678198468;-42.4610408053613;-3.35445141082142E-02;-0.213695898558536;0.976324141109142;-43.3039301970384;0;0;0;1;
-0.999099921641594;-2.14419315212497E-02;-3.66004118610706E-02;-241.048447329131;2.85741189194034E-02;-0.977900168020975;-0.207110552875823;-42.7736490988191;-3.13506986164862E-02;-0.207969961670399;0.977632665544207;-43.0566388479456;0;0;0;1;
-0.999220899124484;-2.03010078500552E-02;-3.38447016995267E-02;-241.120221755989;2.66937187616509E-02;-0.979290825948043;-0.200691114882233;-43.1287720565288;-2.90695739826341E-02;-0.201438197207659;0.979069769002289;-42.7714618998616;0;0;0;1;
-0.999336671680836;-1.91308274136653E-02;-3.09875471171403E-02;-241.1944141926;0.024777046503564;-0.980778318870461;-0.193545827131956;-43.5207471054782;-2.66892225519715E-02;-0.194185222599717;0.980601746237212;-42.4524978062291;0;0;0;1;
-0.999446160066085;-1.79424370182045E-02;-0.02802573965137;-241.271300156878;2.28440575407824E-02;-0.982329887004073;-0.185758289542186;-43.9441628102722;-2.41975652542157E-02;-0.186295630792601;0.982195711548037;-42.102479486648;0;0;0;1;
-0.999548301266139;-1.67460546931435E-02;-2.49552216618198E-02;-241.35128112396;2.09135040374703E-02;-0.983914293161443;-0.177412764652077;-44.3934335387949;-2.15828354219511E-02;-0.177854528659894;0.98382007900343;-41.7248213735311;0;0;0;1;
-0.999642032731478;-1.55497856420046E-02;-2.17717836422887E-02;-241.434113867554;1.90017453484726E-02;-0.985502407845521;-0.168594002871963;-44.8636723025156;-1.88345445973808E-02;-0.168947353625819;0.985445103307455;-41.3225478909844;0;0;0;1;
-0.999726267574344;-1.43598432382505E-02;-1.84711890262597E-02;-241.519794748206;1.71229009202493E-02;-0.987067578969552;-0.159387580479982;-45.3499137384706;-1.59435311630225E-02;-0.159660231270534;0.987043268739873;-40.8982672422353;0;0;0;1;
-0.999799862981506;-0.013180309553666;-0.015050362860456;-241.60845263293;0.01528868237008;-0.988585924022327;-0.149880375687776;-45.8462262852927;-1.29031071276906E-02;-0.150080479293583;0.988589580949273;-40.4572848737353;0;0;0;1;
-0.999861641972979;-1.20106851967851E-02;-1.15082732067829E-02;-241.700730430501;1.35058865699192E-02;-0.990036769488968;-0.14015985904605;-46.3485020744001;-9.71019768381193E-03;-0.140295896237032;0.990062004906758;-40.0021573428057;0;0;0;1;
-0.999910365309317;-1.08479269600215E-02;-7.84753640698273E-03;-241.796189877657;1.17783685972006E-02;-0.991402733777987;-0.130314578964603;-46.851257672125;-6.36642601287099E-03;-0.130395329434008;0.991441640582853;-39.537827168795;0;0;0;1;
-0.999944801808381;-9.68384512217973E-03;-4.07633168993812E-03;-241.894098994216;1.01043462344098E-02;-0.99267000052779;-0.120433268822752;-47.3501716617193;-2.88019505796494E-03;-0.120467809790864;0.992713055862882;-39.0672997424026;0;0;0;1;
-0.99996378532484;-8.50785745092346E-03;-2.10714054198008E-04;-241.994349021446;8.47896243765625E-03;-0.993828282784274;-0.110604934492283;-47.8413036155243;7.31597429386999E-04;-0.11060271560706;0.993864429419599;-38.5940941323079;0;0;0;1;
-0.999966304389437;-7.31834481003494E-03;3.71912825434073E-03;-242.096713425655;6.9057095630617E-03;-0.994870699022584;-0.100918796077569;-48.3198071801235;4.43861027365987E-03;-0.100889712337566;0.99488771461069;-38.1240737930475;0;0;0;1;
-0.999951690630348;-6.16161981299656E-03;7.6583840847757E-03;-242.199227465995;5.43550034419557E-03;-0.995793581738215;-9.14636425307072E-02;-48.781570136729;8.18973391009178E-03;-9.14175968304617E-02;0.995778967064592;-37.6622828514774;0;0;0;1;
-0.999920414817577;-5.09472698013896E-03;1.15415678329435E-02;-242.300005719808;4.12752155794602E-03;-0.996596733727791;-8.23280868773614E-02;-49.223604124425;1.19217279298465E-02;-8.22738967115058E-02;0.996538447990378;-37.209808754249;0;0;0;1;
-0.999874228965465;-4.15989879999798E-03;1.53042965434992E-02;-242.397921805903;3.02258855459314E-03;-0.997283295600929;-7.35995399019602E-02;-49.6412114547229;1.55688859314733E-02;-7.35440246201169E-02;0.997170439911617;-36.7762479293669;0;0;0;1;
-0.999815773751312;-3.37161943772851E-03;1.88957863142156E-02;-242.491312021918;2.12980745971816E-03;-0.997859617678342;-6.53578405932815E-02;-50.0315682678356;1.90757038729871E-02;-6.53055555768373E-02;0.99768296664449;-36.3639169581184;0;0;0;1;
-0.999748004657717;-2.7127912326957E-03;2.22838045818067E-02;-242.579390775334;1.42363393690152E-03;-0.998334965133293;-5.76651598343309E-02;-50.3927937071285;2.24031348102457E-02;-5.76189045021947E-02;0.998087251393705;-35.973985992192;0;0;0;1;
-0.9996739204754;-2.15984529514491E-03;2.54438163341314E-02;-242.661312067966;8.70942601144745E-04;-0.998720676998278;-5.05593789032988E-02;-50.7234085167197;2.55204659112933E-02;-5.05207324214808E-02;0.998396895735993;-35.6143812358623;0;0;0;1;
-0.999596470666125;-1.69283553316762E-03;2.83554252249032E-02;-242.737143725253;4.42163318887453E-04;-0.999028995898073;-0.044055304408062;-51.0239241784548;2.84024703754244E-02;-4.40249890714946E-02;0.998626606902614;-35.2811994706717;0;0;0;1;
-0.999518444011944;-1.29746350271648E-03;3.10031719087292E-02;-242.806242676463;1.13945600144152E-04;-0.999272192791534;-3.81454024752685E-02;-51.2948668805579;3.10300998442367E-02;-3.81235006532602E-02;0.998791135123654;-34.975533790579;0;0;0;1;
-0.999442375004268;-9.63291480120457E-04;0.033376805050094;-242.867747217002;-1.32230614798889E-04;-0.999461758671169;-3.28051134580951E-02;-51.5381533561981;3.33904411604903E-02;-3.27912339422948E-02;0.998904306435631;-34.6997973535545;0;0;0;1;
-0.999370419446707;-6.82977787121928E-04;3.54725002819737E-02;-242.922068021371;-3.10815917479321E-04;-0.99960779573083;-2.80028232079505E-02;-51.7556547153722;3.54777131221527E-02;-2.79962185927419E-02;0.998978249821351;-34.4511011047234;0;0;0;1;
-0.99930429231992;-4.49951664494643E-04;3.72924777198163E-02;-242.96939448122;-4.34553455961989E-04;-0.999718865607503;-0.023706558411974;-51.9492059188124;3.72926603271648E-02;-2.37062711522931E-02;0.999023157986729;-34.2266647866909;0;0;0;1;
-0.999245215653193;-2.58484691362615E-04;3.88449762500651E-02;-243.009785180384;-5.14385240988835E-04;-0.999802142445926;-1.98849533155074E-02;-52.1205017907037;3.88424304340968E-02;-1.98899257464775E-02;0.999047374478194;-34.0262013310148;0;0;0;1;
-0.999193916292316;-1.04350098549785E-04;4.01435767649096E-02;-243.043795365114;-5.58777527556401E-04;-0.999863588730875;-1.65073225536513E-02;-52.2713301662279;4.01398232693911E-02;-1.65164475984553E-02;0.999057556673603;-33.8480254994902;0;0;0;1;
-0.999150666991042;1.66720514561873E-05;4.12061205817548E-02;-243.071248709404;-5.75244194447406E-04;-0.999908113840321;-1.35437428508269E-02;-52.402958989624;4.12021085076015E-02;-1.35559432845992E-02;0.999058868463812;-33.6925883352378;0;0;0;1;
-0.999115311285649;1.07936303754373E-04;4.20545253728468E-02;-243.093510133011;-5.69559382292378E-04;-0.999939720937205;-1.09649484328101E-02;-52.5175684113378;4.20508068494663E-02;-1.09792004161721E-02;0.999055147027195;-33.5557197364524;0;0;0;1;
-0.999087399895861;1.72063314571123E-04;4.27122671318633E-02;-243.11027028119;-5.45964131035822E-04;-0.999961635150691;-8.74243386735207E-03;-52.6157800074507;4.27091242300224E-02;-8.75777488710352E-03;0.999049163998715;-33.4394510408638;0;0;0;1;
-0.999066202258853;2.12139817414427E-04;4.32050749423045E-02;-243.123179667997;-5.08487661570251E-04;-0.999976421357725;-6.84822377672126E-03;-52.6990816291254;4.32026034443563E-02;-6.86379816835307E-03;0.999042753504741;-33.3389986191705;0;0;0;1;
-0.999050822666332;2.31038807927281E-04;4.35591592067061E-02;-243.132749593585;-4.60369922981867E-04;-0.999986087147317;-5.25486168549026E-03;-52.769228441784;4.35573390975613E-02;-5.26992721665598E-03;0.999037029382731;-33.2533163275384;0;0;0;1;
-0.999040351766793;2.31715803024565E-04;4.37986512288854E-02;-243.138709905202;-4.04463393744896E-04;-0.999992174842459;-3.93530979872086E-03;-52.8273181949744;4.37973966240692E-02;-3.94924823674288E-03;0.999032627839211;-33.1836550985481;0;0;0;1;
-0.999034454545757;2.17325119766094E-04;4.39330331328657E-02;-243.142212265071;-3.43427655973997E-04;-0.999995843184879;-2.86280813336495E-03;-52.8744142171136;4.39322283512488E-02;-2.87513178057406E-03;0.999030376379687;-33.1274090447787;0;0;0;1;
-0.999033291338781;1.91081884453593E-04;0.043959598320685;-243.142725536253;-2.79746932844407E-04;-0.999997939162441;-2.01082384219633E-03;-52.9117378494448;4.39591234950847E-02;-2.02117752417118E-03;0.999031285948023;-33.0826722999227;0;0;0;1;
-0.999036792012285;1.5755394637005E-04;4.38801023535261E-02;-243.141058929221;-2.17131278096093E-04;-0.999999061166508;-1.35296715087879E-03;-52.9405469186154;4.38798479921025E-02;-1.36119170481896E-03;0.999035888292975;-33.0468426214156;0;0;0;1;
-0.999044624686049;1.20078390219362E-04;0.043701527056756;-243.136588190314;-1.57941422619832E-04;-0.999999615186766;-8.6294891304428E-04;-52.9622083817039;4.37014066183137E-02;-8.6902675430956E-04;0.999044259205808;-33.0205843050535;0;0;0;1;
-0.999056163201449;8.28420488675353E-05;0.043437033812127;-243.129078655379;-1.05291319731845E-04;-0.999999862083368;-5.14535696984791E-04;-52.9772727703812;4.34369851962461E-02;-5.18623601875124E-04;0.999056034137536;-33.0032658975906;0;0;0;1;
-0.999070608921777;4.9459993914267E-05;4.31035490694041E-02;-243.120607995011;-6.16534329881934E-05;-0.999999958462025;-2.8155781228808E-04;-52.9876704668359;4.31035333531223E-02;-2.83953616743439E-04;0.999070570471786;-32.9911009103016;0;0;0;1;
-0.99908713590866;2.44319550015135E-05;4.27187811730449E-02;-243.110655821112;-3.03485169866636E-05;-0.999999990037933;-1.3785173629617E-04;-52.9940790583023;4.27187773794901E-02;-1.39022348052256E-04;0.999087126697161;-32.9839378531015;0;0;0;1;
-0.999105009814057;9.89619598941768E-06;4.22986910733523E-02;-243.099303008048;-1.23584977121209E-05;-0.999999998244489;-5.79507531724781E-05;-52.9975397741241;4.22986904256046E-02;-5.84216360939764E-05;0.999105008182419;-32.9804448707291;0;0;0;1;
-0.999123719367508;3.13242242149505E-06;4.18544309174743E-02;-243.088005481059;-3.9476962613483E-06;-0.999999999804103;-1.93961435598249E-05;-52.9991703531236;0.041854430848518;-1.95443756753321E-05;0.999123719184148;-32.9784060910279;0;0;0;1;
-0.999142818563548;4.57475042470758E-07;4.13959915049636E-02;-243.076383090058;-6.42613208693454E-07;-0.999999999989852;-4.45906290448183E-06;-52.9998545914345;4.13959915025035E-02;-4.48184228946418E-06;0.999142818553703;-32.9780440631075;0;0;0;1;
-0.999161946490633;9.88651023581551E-08;4.09317075754231E-02;-243.064437210602;-1.19607544676578E-07;-0.999999999999866;-5.04308420503518E-07;-53.0000514625199;4.09317075753678E-02;-5.08781524104428E-07;0.99916194649051;-32.9779245529662;0;0;0;1;
-0.999180779074613;-1.86439035029278E-07;4.04693801263913E-02;-243.052393528616;1.86139330454702E-07;-0.999999999999983;-1.11737270921177E-08;-53.0000419748449;4.04693801263926E-02;-3.63163002042604E-09;0.999180779074631;-32.9781880513729;0;0;0;1;
-0.999199049543141;7.37319253425807E-11;4.00157393044703E-02;-243.04067248544;6.63881817326261E-11;-1;3.5002960301438E-09;-53.0000920438988;4.00157393044703E-02;3.50014903861244E-09;0.999199049543141;-32.9786681092883;0;0;0;1;
-0.999216524418595;6.87166009932234E-11;3.95769797840036E-02;-243.028958930159;6.82571695588736E-11;-1;3.45959427611026E-09;-53.0000920410121;3.95769797840036E-02;3.45958518109309E-09;0.999216524418595;-32.9797317313241;0;0;0;1;
-0.999233013267233;6.67707505975342E-11;3.91584626471218E-02;-243.018218299743;6.7306728928842E-11;-1;3.42265367683231E-09;-53.0000920400839;3.91584626471219E-02;3.42266417490197E-09;0.999233013267233;-32.9797771718586;0;0;0;1;
-0.999248356695533;6.56108382340254E-11;3.87649537762816E-02;-243.007913370171;6.5789214761456E-11;-1;3.38838538879075E-09;-53.0000920391785;3.87649537762816E-02;3.38838884746951E-09;0.999248356695533;-32.9805627254918;0;0;0;1;
-0.999262424042571;6.4384411442247E-11;3.84006236481158E-02;-242.999126199687;6.45564172586984E-11;-1;3.35653958698183E-09;-53.0000920384218;3.84006236481159E-02;3.35654289076554E-09;0.999262424042571;-32.980005724261;0;0;0;1;
-0.999275106551608;1.74756991386137E-07;0.038069166345518;-242.989480730992;-1.74756993132133E-07;-0.999999999999985;3.32758674656069E-09;-53.000092037601;3.80691663455179E-02;-3.32767844086056E-09;0.999275106551623;-32.9815071452249;0;0;0;1;
-0.999286306355957;6.23040329778002E-11;3.77740377702553E-02;-242.982118829728;6.2461779850657E-11;-1;3.30177131213107E-09;-53.0000920369434;3.77740377702553E-02;3.3017742925628E-09;0.999286306355957;-32.9815662777055;0;0;0;1;
-0.99929604670251;6.14709758409239E-11;3.75154774024699E-02;-242.974726656968;6.15925324092557E-11;-1;3.27918391292564E-09;-53.0000920363063;3.75154774024698E-02;3.27918619385482E-09;0.99929604670251;-32.9824219738093;0;0;0;1;
-0.999304600471288;6.07497207541511E-11;3.72869343995825E-02;-242.969400301952;6.08191995580258E-11;-1;3.25922816199169E-09;-53.0000920358466;3.72869343995824E-02;3.25922945776802E-09;0.999304600471288;-32.9818565368096;0;0;0;1;
-0.99931230213431;1.74760302045901E-07;3.70799514966546E-02;-242.964231402777;-1.7476030205109E-07;-0.999999999999985;3.24116609340227E-09;-53.0000920353973;3.70799514966545E-02;-3.24116637319765E-09;0.999312302134326;-32.981786910068;0;0;0;1;
-0.999319404768767;5.94891805941488E-11;0.036888036713789;-242.959761929867;5.94926964857238E-11;-1;3.22438918496034E-09;-53.0000920350062;3.68880367137889E-02;3.22438924982957E-09;0.999319404768767;-32.9814606675409;0;0;0;1;
-0.999326096473116;-1.74761589125466E-07;3.67063061036412E-02;-242.953832359493;1.74761586377416E-07;-0.999999999999985;-3.20858212040766E-09;-53.0000453654907;3.67063061036412E-02;3.20843243912694E-09;0.999326096473131;-32.9830259465289;0;0;0;1;
-0.999332472084657;-1.74762068970343E-07;3.65323177082761E-02;-242.949876699937;1.74762068833975E-07;-0.999999999999985;-3.19330125143157E-09;-53.0000453658558;0.036532317708276;3.19329378829425E-09;0.999332472084672;-32.9825970164129;0;0;0;1;
-0.99933859200336;5.78181736310814E-11;3.63645229962248E-02;-242.945437678585;5.78095963825457E-11;-1;3.17863469008814E-09;-53.0000920337579;3.63645229962247E-02;3.17863453408276E-09;0.99933859200336;-32.9828024961698;0;0;0;1;
-0.999344493875354;5.72948552526935E-11;0.036201969021203;-242.941345855063;5.73008810377613E-11;-1;3.16441835373306E-09;-53.000092033401;0.036201969021203;3.16441846284145E-09;0.999344493875354;-32.9828179467331;0;0;0;1;
-0.999350208187286;-5.68051396456757E-11;0.03604388153389;-242.936268363046;-5.6791987435588E-11;-1;-3.15061029168074E-09;-53.0000453670436;3.60438815338899E-02;-3.15061005457536E-09;0.999350208187286;-32.9838445461228;0;0;0;1;
-0.999361195453198;-1.7476461838344E-07;3.57379493301417E-02;-242.929264764209;1.74764616722348E-07;-0.999999999999985;-3.12390875704695E-09;-53.0000453676494;3.57379493301418E-02;3.12381582719581E-09;0.999361195453213;-32.9833144786935;0;0;0;1;
